"Site","Year","QuadID","Species","Cover","Treatment","Seeding07","Seeding06","SEED","Growth Habit","Duration","US Nativity","Seeded"
"Hoskins",2009,"FH-43-3","Holcus lanatus",0.10,"B","SD","NS","2007","Graminoid","Perennial","Exotic",
"Hoskins",2009,"FH-43-3","Hypericum perforatum",0.20,"B","SD","NS","2007","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-43-3","Hypochaeris radicata",0.00,"B","SD","NS","2007","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-43-3","Leucanthemum vulgare",0.60,"B","SD","NS","2007","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-43-3","Lichen",0.00,"B","SD","NS","2007","Substrate",,,
"Hoskins",2009,"FH-43-3","Litter",80.00,"B","SD","NS","2007","Substrate",,,
"Hoskins",2009,"FH-43-3","Lomatium utriculatum",0.00,"B","SD","NS","2007","Forb","Perennial","Native","Yes"
"Hoskins",2009,"FH-43-3","Lotus micranthus",25.00,"B","SD","NS","2007","Forb","Annual","Native",
"Hoskins",2009,"FH-43-3","Lotus purshianus",0.00,"B","SD","NS","2007","Forb","Annual","Native",
"Hoskins",2009,"FH-43-3","Luzula comosa",0.10,"B","SD","NS","2007","Graminoid","Perennial","Native",
"Hoskins",2009,"FH-43-3","Moss",3.00,"B","SD","NS","2007","Substrate",,,
"Hoskins",2009,"FH-43-3","Myosotis discolor",0.20,"B","SD","NS","2007","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-43-3","Plantago lanceolata",11.00,"B","SD","NS","2007","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-43-3","Plectritis congesta",0.00,"B","SD","NS","2007","Forb","Annual","Native","Yes"
"Hoskins",2009,"FH-43-3","Ranunculus occidentalis",0.00,"B","SD","NS","2007","Forb","Perennial","Native","Yes"
"Hoskins",2009,"FH-43-3","Rock",0.00,"B","SD","NS","2007","Substrate",,,
"Hoskins",2009,"FH-43-3","Rubus ursinus",5.00,"B","SD","NS","2007","Shrub","Perennial","Native",
"Hoskins",2009,"FH-43-3","Rumex acetosella",1.80,"B","SD","NS","2007","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-43-4","Agrostis",9.00,"B","NS","NS","NS","Graminoid","Perennial","Exotic",
"Hoskins",2009,"FH-43-4","Aira caryophyllea",13.00,"B","NS","NS","NS","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-43-4","Bare Soil",15.00,"B","NS","NS","NS","Substrate",,,
"Hoskins",2009,"FH-43-4","Bromus hordeaceus",0.00,"B","NS","NS","NS","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-43-4","Cerastium glomeratum",0.00,"B","NS","NS","NS","Forb","Annual","Exotic",
"Hoskins",2009,"FH-43-4","Crepis capillaris",1.50,"B","NS","NS","NS","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-43-4","Fragaria virginiana",8.00,"B","NS","NS","NS","Forb","Perennial","Native",
"Hoskins",2009,"FH-43-4","Galium divaricatum",17.00,"B","NS","NS","NS","Forb","Annual","Exotic",
"Hoskins",2009,"FH-43-4","Holcus lanatus",0.10,"B","NS","NS","NS","Graminoid","Perennial","Exotic",
"Hoskins",2009,"FH-43-4","Hypericum perforatum",0.50,"B","NS","NS","NS","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-43-4","Hypochaeris radicata",0.00,"B","NS","NS","NS","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-43-4","Leucanthemum vulgare",0.20,"B","NS","NS","NS","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-43-4","Lichen",0.00,"B","NS","NS","NS","Substrate",,,
"Hoskins",2009,"FH-43-4","Litter",65.00,"B","NS","NS","NS","Substrate",,,
"Hoskins",2009,"FH-43-4","Lotus micranthus",4.00,"B","NS","NS","NS","Forb","Annual","Native",
"Hoskins",2009,"FH-43-4","Lotus purshianus",0.00,"B","NS","NS","NS","Forb","Annual","Native",
"Hoskins",2009,"FH-43-4","Luzula comosa",0.00,"B","NS","NS","NS","Graminoid","Perennial","Native",
"Hoskins",2009,"FH-43-4","Moss",1.00,"B","NS","NS","NS","Substrate",,,
"Hoskins",2009,"FH-43-4","Myosotis discolor",0.00,"B","NS","NS","NS","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-43-4","Plantago lanceolata",18.00,"B","NS","NS","NS","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-43-4","Rock",0.00,"B","NS","NS","NS","Substrate",,,
"Hoskins",2009,"FH-43-4","Rubus ursinus",7.00,"B","NS","NS","NS","Shrub","Perennial","Native",
"Hoskins",2009,"FH-43-4","Rumex acetosella",0.40,"B","NS","NS","NS","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-43-4","Vicia sativa",0.10,"B","NS","NS","NS","Forb","Annual","Exotic",
"Hoskins",2009,"FH-44-1","Agrostis",7.00,"C","SD","NS","2007","Graminoid","Perennial","Exotic",
"Hoskins",2009,"FH-44-1","Aira caryophyllea",1.00,"C","SD","NS","2007","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-44-1","Bare Soil",0.00,"C","SD","NS","2007","Substrate",,,
"Hoskins",2009,"FH-44-1","Bromus hordeaceus",0.00,"C","SD","NS","2007","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-44-1","Cerastium glomeratum",0.10,"C","SD","NS","2007","Forb","Annual","Exotic",
"Hoskins",2009,"FH-44-1","Crepis capillaris",1.00,"C","SD","NS","2007","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-1","Eriophyllum lanatum",0.00,"C","SD","NS","2007","Forb","Perennial","Native","Yes"
"Hoskins",2009,"FH-44-1","Fragaria virginiana",7.00,"C","SD","NS","2007","Forb","Perennial","Native",
"Hoskins",2009,"FH-44-1","Galium divaricatum",0.20,"C","SD","NS","2007","Forb","Annual","Exotic",
"Hoskins",2009,"FH-44-1","Holcus lanatus",3.00,"C","SD","NS","2007","Graminoid","Perennial","Exotic",
"Hoskins",2009,"FH-44-1","Hypericum perforatum",0.10,"C","SD","NS","2007","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-1","Hypochaeris radicata",9.00,"C","SD","NS","2007","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-1","Leucanthemum vulgare",6.00,"C","SD","NS","2007","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-1","Lichen",0.00,"C","SD","NS","2007","Substrate",,,
"Hoskins",2009,"FH-44-1","Litter",90.00,"C","SD","NS","2007","Substrate",,,
"Hoskins",2009,"FH-44-1","Lomatium utriculatum",0.00,"C","SD","NS","2007","Forb","Perennial","Native","Yes"
"Hoskins",2009,"FH-44-1","Lotus micranthus",2.00,"C","SD","NS","2007","Forb","Annual","Native",
"Hoskins",2009,"FH-44-1","Lotus purshianus",0.10,"C","SD","NS","2007","Forb","Annual","Native",
"Hoskins",2009,"FH-44-1","Luzula comosa",0.10,"C","SD","NS","2007","Graminoid","Perennial","Native",
"Hoskins",2009,"FH-44-1","Moss",50.00,"C","SD","NS","2007","Substrate",,,
"Hoskins",2009,"FH-44-1","Myosotis discolor",0.10,"C","SD","NS","2007","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-1","Plantago lanceolata",3.00,"C","SD","NS","2007","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-1","Plectritis congesta",0.10,"C","SD","NS","2007","Forb","Annual","Native","Yes"
"Hoskins",2009,"FH-44-1","Ranunculus occidentalis",0.10,"C","SD","NS","2007","Forb","Perennial","Native","Yes"
"Hoskins",2009,"FH-44-1","Rock",0.00,"C","SD","NS","2007","Substrate",,,
"Hoskins",2009,"FH-44-1","Rubus ursinus",16.00,"C","SD","NS","2007","Shrub","Perennial","Native",
"Hoskins",2009,"FH-44-1","Rumex acetosella",3.00,"C","SD","NS","2007","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-1","Vicia hirsuta",0.00,"C","SD","NS","2007","Forb","Annual","Exotic",
"Hoskins",2009,"FH-44-1","Vicia sativa",1.00,"C","SD","NS","2007","Forb","Annual","Exotic",
"Hoskins",2009,"FH-44-1","Vulpia bromoides",0.00,"C","SD","NS","2007","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-44-2","Agrostis",10.00,"C","NS","NS","NS","Graminoid","Perennial","Exotic",
"Hoskins",2009,"FH-44-2","Aira caryophyllea",0.40,"C","NS","NS","NS","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-44-2","Bare Soil",4.00,"C","NS","NS","NS","Substrate",,,
"Hoskins",2009,"FH-44-2","Bromus hordeaceus",0.50,"C","NS","NS","NS","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-44-2","Cerastium glomeratum",0.20,"C","NS","NS","NS","Forb","Annual","Exotic",
"Hoskins",2009,"FH-44-2","Crepis capillaris",5.00,"C","NS","NS","NS","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-2","Fragaria virginiana",4.00,"C","NS","NS","NS","Forb","Perennial","Native",
"Hoskins",2009,"FH-44-2","Galium divaricatum",0.30,"C","NS","NS","NS","Forb","Annual","Exotic",
"Hoskins",2009,"FH-44-2","Holcus lanatus",2.00,"C","NS","NS","NS","Graminoid","Perennial","Exotic",
"Hoskins",2009,"FH-44-2","Hypericum perforatum",0.00,"C","NS","NS","NS","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-2","Hypochaeris radicata",20.00,"C","NS","NS","NS","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-2","Leucanthemum vulgare",7.00,"C","NS","NS","NS","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-2","Lichen",0.00,"C","NS","NS","NS","Substrate",,,
"Hoskins",2009,"FH-44-2","Litter",70.00,"C","NS","NS","NS","Substrate",,,
"Hoskins",2009,"FH-44-2","Lotus micranthus",1.00,"C","NS","NS","NS","Forb","Annual","Native",
"Hoskins",2009,"FH-44-2","Lotus purshianus",0.20,"C","NS","NS","NS","Forb","Annual","Native",
"Hoskins",2009,"FH-44-2","Luzula comosa",0.20,"C","NS","NS","NS","Graminoid","Perennial","Native",
"Hoskins",2009,"FH-44-2","Moss",15.00,"C","NS","NS","NS","Substrate",,,
"Hoskins",2009,"FH-44-2","Myosotis discolor",0.10,"C","NS","NS","NS","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-2","Plantago lanceolata",2.00,"C","NS","NS","NS","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-2","Rock",0.00,"C","NS","NS","NS","Substrate",,,
"Hoskins",2009,"FH-44-2","Rubus ursinus",20.00,"C","NS","NS","NS","Shrub","Perennial","Native",
"Hoskins",2009,"FH-44-2","Rumex acetosella",5.00,"C","NS","NS","NS","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-2","Vicia hirsuta",0.00,"C","NS","NS","NS","Forb","Annual","Exotic",
"Hoskins",2009,"FH-44-2","Vicia sativa",2.00,"C","NS","NS","NS","Forb","Annual","Exotic",
"Hoskins",2009,"FH-44-2","Vulpia bromoides",0.20,"C","NS","NS","NS","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-44-3","Agrostis",13.00,"C","SD","SD","Both","Graminoid","Perennial","Exotic",
"Hoskins",2009,"FH-44-3","Aira caryophyllea",3.00,"C","SD","SD","Both","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-44-3","Bare Soil",2.00,"C","SD","SD","Both","Substrate",,,
"Hoskins",2009,"FH-44-3","Bromus hordeaceus",0.10,"C","SD","SD","Both","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-44-3","Crepis capillaris",0.20,"C","SD","SD","Both","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-3","Eriophyllum lanatum",0.30,"C","SD","SD","Both","Forb","Perennial","Native","Yes"
"Hoskins",2009,"FH-44-3","Fragaria virginiana",5.00,"C","SD","SD","Both","Forb","Perennial","Native",
"Hoskins",2009,"FH-44-3","Galium divaricatum",3.00,"C","SD","SD","Both","Forb","Annual","Exotic",
"Hoskins",2009,"FH-44-3","Holcus lanatus",3.00,"C","SD","SD","Both","Graminoid","Perennial","Exotic",
"Hoskins",2009,"FH-44-3","Hypericum perforatum",0.30,"C","SD","SD","Both","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-3","Hypochaeris radicata",10.00,"C","SD","SD","Both","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-3","Leucanthemum vulgare",5.00,"C","SD","SD","Both","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-3","Lichen",0.00,"C","SD","SD","Both","Substrate",,,
"Hoskins",2009,"FH-44-3","Litter",75.00,"C","SD","SD","Both","Substrate",,,
"Hoskins",2009,"FH-44-3","Lomatium utriculatum",0.10,"C","SD","SD","Both","Forb","Perennial","Native","Yes"
"Hoskins",2009,"FH-44-3","Lotus micranthus",5.00,"C","SD","SD","Both","Forb","Annual","Native",
"Hoskins",2009,"FH-44-3","Lotus purshianus",0.20,"C","SD","SD","Both","Forb","Annual","Native",
"Hoskins",2009,"FH-44-3","Luzula comosa",0.20,"C","SD","SD","Both","Graminoid","Perennial","Native",
"Hoskins",2009,"FH-44-3","Moss",10.00,"C","SD","SD","Both","Substrate",,,
"Hoskins",2009,"FH-44-3","Plantago lanceolata",3.00,"C","SD","SD","Both","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-3","Plectritis congesta",0.10,"C","SD","SD","Both","Forb","Annual","Native","Yes"
"Hoskins",2009,"FH-44-3","Rock",0.00,"C","SD","SD","Both","Substrate",,,
"Hoskins",2009,"FH-44-3","Rubus ursinus",4.00,"C","SD","SD","Both","Shrub","Perennial","Native",
"Hoskins",2009,"FH-44-3","Rumex acetosella",0.30,"C","SD","SD","Both","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-3","Vicia hirsuta",0.10,"C","SD","SD","Both","Forb","Annual","Exotic",
"Hoskins",2009,"FH-44-3","Vicia sativa",0.30,"C","SD","SD","Both","Forb","Annual","Exotic",
"Hoskins",2009,"FH-44-3","Vulpia bromoides",0.10,"C","SD","SD","Both","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-44-4","Agrostis",6.00,"C","NS","SD","2006","Graminoid","Perennial","Exotic",
"Hoskins",2009,"FH-44-4","Aira caryophyllea",0.50,"C","NS","SD","2006","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-44-4","Bare Soil",3.00,"C","NS","SD","2006","Substrate",,,
"Hoskins",2009,"FH-44-4","Bromus hordeaceus",0.20,"C","NS","SD","2006","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-44-4","Cerastium glomeratum",0.50,"C","NS","SD","2006","Forb","Annual","Exotic",
"Hoskins",2009,"FH-44-4","Crepis capillaris",1.20,"C","NS","SD","2006","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-4","Eriophyllum lanatum",0.50,"C","NS","SD","2006","Forb","Perennial","Native","Yes"
"Hoskins",2009,"FH-44-4","Fragaria virginiana",6.00,"C","NS","SD","2006","Forb","Perennial","Native",
"Hoskins",2009,"FH-44-4","Galium divaricatum",1.00,"C","NS","SD","2006","Forb","Annual","Exotic",
"Hoskins",2009,"FH-44-4","Holcus lanatus",0.50,"C","NS","SD","2006","Graminoid","Perennial","Exotic",
"Hoskins",2009,"FH-44-4","Hypericum perforatum",0.20,"C","NS","SD","2006","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-4","Hypochaeris radicata",17.00,"C","NS","SD","2006","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-4","Leucanthemum vulgare",0.20,"C","NS","SD","2006","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-4","Lichen",0.00,"C","NS","SD","2006","Substrate",,,
"Hoskins",2009,"FH-44-4","Litter",85.00,"C","NS","SD","2006","Substrate",,,
"Hoskins",2009,"FH-44-4","Lomatium utriculatum",0.00,"C","NS","SD","2006","Forb","Perennial","Native","Yes"
"Hoskins",2009,"FH-44-4","Lotus micranthus",0.80,"C","NS","SD","2006","Forb","Annual","Native",
"Hoskins",2009,"FH-44-4","Lotus purshianus",0.10,"C","NS","SD","2006","Forb","Annual","Native",
"Hoskins",2009,"FH-44-4","Moss",50.00,"C","NS","SD","2006","Substrate",,,
"Hoskins",2009,"FH-44-4","Myosotis discolor",0.10,"C","NS","SD","2006","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-4","Plantago lanceolata",5.00,"C","NS","SD","2006","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-4","Plectritis congesta",0.20,"C","NS","SD","2006","Forb","Annual","Native","Yes"
"Hoskins",2009,"FH-44-4","Ranunculus occidentalis",0.10,"C","NS","SD","2006","Forb","Perennial","Native","Yes"
"Hoskins",2009,"FH-44-4","Rock",0.00,"C","NS","SD","2006","Substrate",,,
"Hoskins",2009,"FH-44-4","Rubus ursinus",8.00,"C","NS","SD","2006","Shrub","Perennial","Native",
"Hoskins",2009,"FH-44-4","Rumex acetosella",0.50,"C","NS","SD","2006","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-44-4","Vicia sativa",1.50,"C","NS","SD","2006","Forb","Annual","Exotic",
"Hoskins",2009,"FH-44-4","Vulpia bromoides",0.10,"C","NS","SD","2006","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-49-1","Achillea millefolium",0.50,"A","NS","SD","2006","Forb","Perennial","Native","Yes"
"Hoskins",2009,"FH-49-1","Agrostis",4.00,"A","NS","SD","2006","Graminoid","Perennial","Exotic",
"Hoskins",2009,"FH-49-1","Aira caryophyllea",5.00,"A","NS","SD","2006","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-49-1","Bare Soil",60.00,"A","NS","SD","2006","Substrate",,,
"Hoskins",2009,"FH-49-1","Bromus hordeaceus",0.00,"A","NS","SD","2006","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-49-1","Cerastium glomeratum",0.10,"A","NS","SD","2006","Forb","Annual","Exotic",
"Hoskins",2009,"FH-49-1","Crepis capillaris",0.40,"A","NS","SD","2006","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-49-1","Cynosurus echinatus",0.10,"A","NS","SD","2006","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-49-1","Eriophyllum lanatum",0.70,"A","NS","SD","2006","Forb","Perennial","Native","Yes"
"Hoskins",2009,"FH-49-1","Festuca roemeri",0.00,"A","NS","SD","2006","Graminoid","Perennial","Native","Yes"
"Hoskins",2009,"FH-49-1","Fragaria virginiana",13.00,"A","NS","SD","2006","Forb","Perennial","Native",
"Hoskins",2009,"FH-49-1","Galium divaricatum",9.00,"A","NS","SD","2006","Forb","Annual","Exotic",
"Hoskins",2009,"FH-49-1","Holcus lanatus",0.00,"A","NS","SD","2006","Graminoid","Perennial","Exotic",
"Hoskins",2009,"FH-49-1","Hypericum perforatum",0.30,"A","NS","SD","2006","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-49-1","Hypochaeris radicata",10.00,"A","NS","SD","2006","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-49-1","Leucanthemum vulgare",1.00,"A","NS","SD","2006","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-49-1","Lichen",0.00,"A","NS","SD","2006","Substrate",,,
"Hoskins",2009,"FH-49-1","Litter",40.00,"A","NS","SD","2006","Substrate",,,
"Hoskins",2009,"FH-49-1","Lomatium utriculatum",0.00,"A","NS","SD","2006","Forb","Perennial","Native","Yes"
"Hoskins",2009,"FH-49-1","Lotus micranthus",2.00,"A","NS","SD","2006","Forb","Annual","Native",
"Hoskins",2009,"FH-49-1","Lotus purshianus",0.10,"A","NS","SD","2006","Forb","Annual","Native",
"Hoskins",2009,"FH-49-1","Luzula comosa",0.20,"A","NS","SD","2006","Graminoid","Perennial","Native",
"Hoskins",2009,"FH-49-1","Moss",1.00,"A","NS","SD","2006","Substrate",,,
"Hoskins",2009,"FH-49-1","Myosotis discolor",0.20,"A","NS","SD","2006","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-49-1","Parentucellia viscosa",0.70,"A","NS","SD","2006","Forb","Annual","Exotic",
"Hoskins",2009,"FH-49-1","Plantago lanceolata",1.00,"A","NS","SD","2006","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-49-1","Plectritis congesta",0.20,"A","NS","SD","2006","Forb","Annual","Native","Yes"
"Hoskins",2009,"FH-49-1","Ranunculus occidentalis",0.20,"A","NS","SD","2006","Forb","Perennial","Native","Yes"
"Hoskins",2009,"FH-49-1","Rock",0.00,"A","NS","SD","2006","Substrate",,,
"Hoskins",2009,"FH-49-1","Rubus ursinus",2.00,"A","NS","SD","2006","Shrub","Perennial","Native",
"Hoskins",2009,"FH-49-1","Triphysaria pusilla",0.30,"A","NS","SD","2006","Forb","Annual","Native",
"Hoskins",2009,"FH-49-1","Vicia hirsuta",0.00,"A","NS","SD","2006","Forb","Annual","Exotic",
"Hoskins",2009,"FH-49-1","Vicia sativa",2.00,"A","NS","SD","2006","Forb","Annual","Exotic",
"Hoskins",2009,"FH-49-1","Vulpia bromoides",3.00,"A","NS","SD","2006","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-49-2","Achillea millefolium",0.00,"A","SD","SD","Both","Forb","Perennial","Native","Yes"
"Hoskins",2009,"FH-49-2","Agrostis",2.00,"A","SD","SD","Both","Graminoid","Perennial","Exotic",
"Hoskins",2009,"FH-49-2","Aira caryophyllea",2.00,"A","SD","SD","Both","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-49-2","Bare Soil",40.00,"A","SD","SD","Both","Substrate",,,
"Hoskins",2009,"FH-49-2","Bromus hordeaceus",0.00,"A","SD","SD","Both","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-49-2","Crepis capillaris",0.50,"A","SD","SD","Both","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-49-2","Danthonia californica",0.00,"A","SD","SD","Both","Graminoid","Perennial","Native","Yes"
"Hoskins",2009,"FH-49-2","Eriophyllum lanatum",3.00,"A","SD","SD","Both","Forb","Perennial","Native","Yes"
"Hoskins",2009,"FH-49-2","Festuca roemeri",0.00,"A","SD","SD","Both","Graminoid","Perennial","Native","Yes"
"Hoskins",2009,"FH-49-2","Fragaria virginiana",25.00,"A","SD","SD","Both","Forb","Perennial","Native",
"Hoskins",2009,"FH-49-2","Galium divaricatum",8.00,"A","SD","SD","Both","Forb","Annual","Exotic",
"Hoskins",2009,"FH-49-2","Hypericum perforatum",0.50,"A","SD","SD","Both","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-49-2","Hypochaeris radicata",3.00,"A","SD","SD","Both","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-49-2","Leucanthemum vulgare",0.20,"A","SD","SD","Both","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-49-2","Lichen",0.50,"A","SD","SD","Both","Substrate",,,
"Hoskins",2009,"FH-49-2","Litter",50.00,"A","SD","SD","Both","Substrate",,,
"Hoskins",2009,"FH-49-2","Lomatium utriculatum",0.20,"A","SD","SD","Both","Forb","Perennial","Native","Yes"
"Hoskins",2009,"FH-49-2","Lotus micranthus",0.30,"A","SD","SD","Both","Forb","Annual","Native",
"Hoskins",2009,"FH-49-2","Lotus purshianus",0.00,"A","SD","SD","Both","Forb","Annual","Native",
"Hoskins",2009,"FH-49-2","Luzula comosa",0.00,"A","SD","SD","Both","Graminoid","Perennial","Native",
"Hoskins",2009,"FH-49-2","Moss",1.00,"A","SD","SD","Both","Substrate",,,
"Hoskins",2009,"FH-49-2","Myosotis discolor",0.00,"A","SD","SD","Both","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-49-2","Parentucellia viscosa",0.70,"A","SD","SD","Both","Forb","Annual","Exotic",
"Hoskins",2009,"FH-49-2","Plantago lanceolata",10.00,"A","SD","SD","Both","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-49-2","Plectritis congesta",0.10,"A","SD","SD","Both","Forb","Annual","Native","Yes"
"Hoskins",2009,"FH-49-2","Ranunculus occidentalis",0.80,"A","SD","SD","Both","Forb","Perennial","Native","Yes"
"Hoskins",2009,"FH-49-2","Rock",0.00,"A","SD","SD","Both","Substrate",,,
"Hoskins",2009,"FH-49-2","Rubus ursinus",3.00,"A","SD","SD","Both","Shrub","Perennial","Native",
"Hoskins",2009,"FH-49-2","Vicia hirsuta",0.20,"A","SD","SD","Both","Forb","Annual","Exotic",
"Hoskins",2009,"FH-49-2","Vicia sativa",0.10,"A","SD","SD","Both","Forb","Annual","Exotic",
"Hoskins",2009,"FH-49-2","Vulpia bromoides",0.20,"A","SD","SD","Both","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-49-3","Agrostis",1.00,"A","NS","NS","NS","Graminoid","Perennial","Exotic",
"Hoskins",2009,"FH-49-3","Aira caryophyllea",0.10,"A","NS","NS","NS","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-49-3","Bare Soil",30.00,"A","NS","NS","NS","Substrate",,,
"Hoskins",2009,"FH-49-3","Bromus hordeaceus",0.00,"A","NS","NS","NS","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-49-3","Crepis capillaris",3.00,"A","NS","NS","NS","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-49-3","Eriophyllum lanatum",0.00,"A","NS","NS","NS","Forb","Perennial","Native","Yes"
"Hoskins",2009,"FH-49-3","Fragaria virginiana",2.00,"A","NS","NS","NS","Forb","Perennial","Native",
"Hoskins",2009,"FH-49-3","Galium divaricatum",10.00,"A","NS","NS","NS","Forb","Annual","Exotic",
"Hoskins",2009,"FH-49-3","Hypericum perforatum",0.10,"A","NS","NS","NS","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-49-3","Hypochaeris radicata",15.00,"A","NS","NS","NS","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-49-3","Leucanthemum vulgare",2.00,"A","NS","NS","NS","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-49-3","Lichen",0.00,"A","NS","NS","NS","Substrate",,,
"Hoskins",2009,"FH-49-3","Litter",45.00,"A","NS","NS","NS","Substrate",,,
"Hoskins",2009,"FH-49-3","Lotus micranthus",3.00,"A","NS","NS","NS","Forb","Annual","Native",
"Hoskins",2009,"FH-49-3","Lotus purshianus",0.20,"A","NS","NS","NS","Forb","Annual","Native",
"Hoskins",2009,"FH-49-3","Luzula comosa",0.40,"A","NS","NS","NS","Graminoid","Perennial","Native",
"Hoskins",2009,"FH-49-3","Moss",0.00,"A","NS","NS","NS","Substrate",,,
"Hoskins",2009,"FH-49-3","Myosotis discolor",0.10,"A","NS","NS","NS","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-49-3","Parentucellia viscosa",0.20,"A","NS","NS","NS","Forb","Annual","Exotic",
"Hoskins",2009,"FH-49-3","Plantago lanceolata",10.00,"A","NS","NS","NS","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-49-3","Rock",0.00,"A","NS","NS","NS","Substrate",,,
"Hoskins",2009,"FH-49-3","Rubus ursinus",5.00,"A","NS","NS","NS","Shrub","Perennial","Native",
"Hoskins",2009,"FH-49-3","Rumex acetosella",0.50,"A","NS","NS","NS","Forb","Perennial","Exotic",
"Hoskins",2009,"FH-49-3","Vicia hirsuta",0.00,"A","NS","NS","NS","Forb","Annual","Exotic",
"Hoskins",2009,"FH-49-3","Vicia sativa",3.00,"A","NS","NS","NS","Forb","Annual","Exotic",
"Hoskins",2009,"FH-49-3","Vulpia bromoides",25.00,"A","NS","NS","NS","Graminoid","Annual","Exotic",
"Hoskins",2009,"FH-49-4","Achillea millefolium",0.00,"A","SD","NS","2007","Forb","Perennial","Native","Yes"
"Hoskins",2009,"FH-49-4","Agrostis",0.80,"A","SD","NS","2007","Graminoid","Perennial","Exotic",
